elo_category,opening_name,white_wins,black_wins,draws,total_games,white_win_rate,black_win_rate,draw_rate
Advanced (1600-2000),Sicilian Defense: Najdorf Variation,50.0,52.0,4.0,106,0.4716981132075472,0.49056603773584906,0.03773584905660377
Advanced (1600-2000),Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,96.0,68.0,8.0,172,0.5581395348837209,0.3953488372093023,0.046511627906976744
Advanced (1600-2000),Sicilian Defense: Old Sicilian,237.0,266.0,15.0,518,0.4575289575289575,0.5135135135135135,0.02895752895752896
Advanced (1600-2000),Sicilian Defense: Open,71.0,75.0,8.0,154,0.461038961038961,0.487012987012987,0.05194805194805195
Advanced (1600-2000),Sicilian Defense: Smith-Morra Gambit,151.0,129.0,6.0,286,0.527972027972028,0.45104895104895104,0.02097902097902098
Advanced (1600-2000),Sicilian Defense: Taimanov Variation,64.0,54.0,2.0,120,0.5333333333333333,0.45,0.016666666666666666
Advanced (1600-2000),Slav Defense,117.0,115.0,14.0,246,0.47560975609756095,0.46747967479674796,0.056910569105691054
Advanced (1600-2000),Slav Defense: Three Knights Variation,62.0,39.0,4.0,105,0.5904761904761905,0.37142857142857144,0.0380952380952381
Advanced (1600-2000),Three Knights Opening,82.0,72.0,4.0,158,0.5189873417721519,0.45569620253164556,0.02531645569620253
Advanced (1600-2000),Van't Kruijs Opening,159.0,230.0,8.0,397,0.4005037783375315,0.5793450881612091,0.020151133501259445
Advanced (1600-2000),Vienna Game,69.0,36.0,2.0,107,0.6448598130841121,0.3364485981308411,0.018691588785046728
Advanced (1600-2000),Vienna Game: Vienna Gambit,61.0,38.0,3.0,102,0.5980392156862745,0.37254901960784315,0.029411764705882353
Advanced (1600-2000),Zukertort Opening,52.0,51.0,4.0,107,0.48598130841121495,0.4766355140186916,0.037383177570093455
Advanced (1600-2000),Zukertort Opening: Tennison Gambit,87.0,94.0,5.0,186,0.46774193548387094,0.5053763440860215,0.026881720430107527
Expert (>2000),Benoni Defense: Old Benoni,114.0,102.0,12.0,228,0.5,0.4473684210526316,0.05263157894736842
Expert (>2000),Caro-Kann Defense,133.0,120.0,22.0,275,0.48363636363636364,0.43636363636363634,0.08
Expert (>2000),Caro-Kann Defense: Exchange Variation,102.0,104.0,10.0,216,0.4722222222222222,0.48148148148148145,0.046296296296296294
Expert (>2000),Caro-Kann Defense: Two Knights Attack,46.0,47.0,7.0,100,0.46,0.47,0.07
Expert (>2000),French Defense: Exchange Variation,101.0,67.0,16.0,184,0.5489130434782609,0.3641304347826087,0.08695652173913043
Expert (>2000),French Defense: Knight Variation,79.0,64.0,9.0,152,0.5197368421052632,0.42105263157894735,0.05921052631578947
Expert (>2000),Horwitz Defense,115.0,89.0,14.0,218,0.5275229357798165,0.40825688073394495,0.06422018348623854
Expert (>2000),Hungarian Opening,55.0,46.0,1.0,102,0.5392156862745098,0.45098039215686275,0.00980392156862745
Expert (>2000),Indian Defense,202.0,196.0,27.0,425,0.4752941176470588,0.4611764705882353,0.06352941176470588
Expert (>2000),King's Indian Attack,71.0,53.0,10.0,134,0.5298507462686567,0.39552238805970147,0.07462686567164178
Expert (>2000),Modern Defense,98.0,103.0,10.0,211,0.46445497630331756,0.4881516587677725,0.04739336492890995
Expert (>2000),Nimzo-Larsen Attack: Classical Variation,57.0,48.0,8.0,113,0.504424778761062,0.4247787610619469,0.07079646017699115
Expert (>2000),Nimzo-Larsen Attack: Modern Variation,47.0,51.0,2.0,100,0.47,0.51,0.02
Expert (>2000),Owen Defense,65.0,52.0,5.0,122,0.5327868852459017,0.4262295081967213,0.040983606557377046
Expert (>2000),Pirc Defense,164.0,143.0,19.0,326,0.5030674846625767,0.4386503067484663,0.05828220858895705
Expert (>2000),Queen's Gambit Declined,65.0,43.0,12.0,120,0.5416666666666666,0.35833333333333334,0.1
Expert (>2000),Queen's Pawn Game,161.0,156.0,16.0,333,0.48348348348348347,0.46846846846846846,0.04804804804804805
Expert (>2000),Queen's Pawn Game: Accelerated London System,116.0,81.0,21.0,218,0.5321100917431193,0.37155963302752293,0.0963302752293578
Expert (>2000),Queen's Pawn Game: London System,58.0,64.0,6.0,128,0.453125,0.5,0.046875
Expert (>2000),Queen's Pawn Game: Modern Defense,95.0,67.0,7.0,169,0.5621301775147929,0.39644970414201186,0.04142011834319527
Expert (>2000),Queen's Pawn Game: Zukertort Variation,68.0,62.0,7.0,137,0.49635036496350365,0.45255474452554745,0.051094890510948905
Expert (>2000),Rapport-Jobava System,60.0,51.0,11.0,122,0.4918032786885246,0.4180327868852459,0.09016393442622951
Expert (>2000),Scandinavian Defense,48.0,52.0,3.0,103,0.46601941747572817,0.5048543689320388,0.02912621359223301
Expert (>2000),Scandinavian Defense: Mieses-Kotroc Variation,63.0,58.0,11.0,132,0.4772727272727273,0.4393939393939394,0.08333333333333333
Expert (>2000),Scandinavian Defense: Modern Variation,56.0,68.0,7.0,131,0.42748091603053434,0.5190839694656488,0.05343511450381679
Expert (>2000),Sicilian Defense: Alapin Variation,87.0,72.0,10.0,169,0.514792899408284,0.4260355029585799,0.05917159763313609
Expert (>2000),Sicilian Defense: Closed,162.0,136.0,13.0,311,0.5209003215434084,0.43729903536977494,0.04180064308681672
Expert (>2000),Sicilian Defense: Modern Variations,45.0,59.0,3.0,107,0.4205607476635514,0.5514018691588785,0.028037383177570093
Expert (>2000),Sicilian Defense: Najdorf Variation,65.0,61.0,2.0,128,0.5078125,0.4765625,0.015625
Expert (>2000),Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,73.0,38.0,7.0,118,0.6186440677966102,0.3220338983050847,0.059322033898305086
Expert (>2000),Sicilian Defense: Old Sicilian,76.0,91.0,12.0,179,0.4245810055865922,0.5083798882681564,0.0670391061452514
Expert (>2000),Sicilian Defense: Smith-Morra Gambit,47.0,65.0,3.0,115,0.40869565217391307,0.5652173913043478,0.02608695652173913
Expert (>2000),Slav Defense,57.0,50.0,7.0,114,0.5,0.43859649122807015,0.06140350877192982
Expert (>2000),Van't Kruijs Opening,58.0,81.0,9.0,148,0.3918918918918919,0.5472972972972973,0.060810810810810814
